id,question,cardId,difficulty,source
ex-05514,"As a student, How do I avoid misusing Salvage value intuition?",what-is-salvage,intermediate,generated
ex-05515,"In the current scenario, Can you define markdown in simple English?",what-is-salvage,intermediate,generated
ex-05516,How do I avoid misusing Salvage value intuition?,what-is-salvage,intermediate,generated
ex-05517,"As a student, What does salvage mean?",what-is-salvage,basic,generated
ex-05518,What is the formula idea behind markdown?,what-is-salvage,applied,generated
ex-05519,"As a student, Why should I not ignore leftover?",what-is-salvage,intermediate,generated
ex-05520,"For the Autumn and Leaves case, Can you compare Autumn and Leaves using Salvage value intuition?",what-is-salvage,basic,generated
ex-05521,"As a student, When would leftover change my recommendation?",what-is-salvage,intermediate,generated
ex-05522,"As a student, What happens to salvage if capacity is larger?",what-is-salvage,basic,generated
ex-05523,"As a student, Can you give a short hint about markdown?",what-is-salvage,applied,generated
ex-05524,"Before I reveal the optimizer, Give me a plain English explanation of Salvage value intuition.",what-is-salvage,applied,generated
ex-05525,"For the Autumn and Leaves case, Can you explain Salvage value intuition without giving away the final answer?",what-is-salvage,intermediate,generated
ex-05526,"As a student, Why should I not ignore markdown?",what-is-salvage,basic,generated
ex-05527,"For the Autumn and Leaves case, What is a good way to interpret markdown?",what-is-salvage,basic,generated
ex-05528,"Before I reveal the optimizer, What is the intuition behind leftover?",what-is-salvage,applied,generated
ex-05529,Can you compare Autumn and Leaves using salvage?,what-is-salvage,intermediate,generated
ex-05530,What are the units of Salvage value intuition?,what-is-salvage,applied,generated
ex-05531,What is a good way to interpret salvage?,what-is-salvage,applied,generated
ex-05532,"In the current scenario, Give me a plain English explanation of leftover.",what-is-salvage,applied,generated
ex-05533,"Before I reveal the optimizer, What happens to salvage if capacity is larger?",what-is-salvage,basic,generated
ex-05534,"As a student, How is leftover connected to marginal contribution?",what-is-salvage,applied,generated
ex-05535,Can you give a short hint about Lost sales intuition?,lost-sales,applied,generated
ex-05536,"As a student, How do I avoid misusing Lost sales intuition?",lost-sales,basic,generated
ex-05537,How do I know if understock matters here?,lost-sales,basic,generated
ex-05538,What should I look for when evaluating Lost sales intuition?,lost-sales,intermediate,generated
ex-05539,"As a student, When would stockout change my recommendation?",lost-sales,intermediate,generated
ex-05540,What is the formula idea behind lost sales?,lost-sales,basic,generated
ex-05541,"As a student, How does Lost sales intuition affect the quantities?",lost-sales,applied,generated
ex-05542,"As a student, What are the units of Lost sales intuition?",lost-sales,applied,generated
ex-05543,"Before I reveal the optimizer, How do I know if lost sales matters here?",lost-sales,applied,generated
ex-05544,"As a student, What is the formula idea behind Lost sales intuition?",lost-sales,intermediate,generated
ex-05545,"In the current scenario, How is understock connected to marginal contribution?",lost-sales,applied,generated
ex-05546,What is the intuition behind understock?,lost-sales,basic,generated
ex-05547,"For the Autumn and Leaves case, How does understock affect the quantities?",lost-sales,applied,generated
ex-05548,"Before I reveal the optimizer, Can you compare Autumn and Leaves using understock?",lost-sales,basic,generated
ex-05549,"Before I reveal the optimizer, How is stockout connected to marginal contribution?",lost-sales,basic,generated
ex-05550,"For the Autumn and Leaves case, How is Lost sales intuition connected to marginal contribution?",lost-sales,basic,generated
ex-05551,"As a student, Can you give a short hint about understock?",lost-sales,basic,generated
ex-05552,"As a student, How is Lost sales intuition connected to marginal contribution?",lost-sales,intermediate,generated
ex-05553,"Before I reveal the optimizer, Is Lost sales intuition a probability, a quantity, or a dollar value?",lost-sales,applied,generated
ex-05554,"As a student, How should I think about lost sales for the parka problem?",lost-sales,basic,generated
ex-05555,"For the Autumn and Leaves case, What is the intuition behind Lost sales intuition?",lost-sales,applied,generated
ex-05556,How do I avoid misusing lost sales?,lost-sales,basic,generated
ex-05557,"In the current scenario, What happens to understock if capacity is larger?",lost-sales,basic,generated
ex-05558,"For the Autumn and Leaves case, When would stockout change my recommendation?",lost-sales,intermediate,generated
ex-05559,What happens to understock if capacity is smaller?,lost-sales,basic,generated
ex-05560,"In the current scenario, How do I know if understock matters here?",lost-sales,intermediate,generated
ex-05561,"In the current scenario, Is stockout a probability, a quantity, or a dollar value?",lost-sales,applied,generated
ex-05562,How do I know if stockout matters here?,lost-sales,basic,generated
ex-05563,"For the Autumn and Leaves case, Why is Lost sales intuition important in this lecture?",lost-sales,basic,generated
ex-05564,"As a student, What does stockout mean?",lost-sales,applied,generated
ex-05565,"Before I reveal the optimizer, What does Lost sales intuition mean?",lost-sales,basic,generated
ex-05566,"For the Autumn and Leaves case, I am confused about understock; explain it slowly.",lost-sales,applied,generated
ex-05567,"As a student, How does understock affect the quantities?",lost-sales,basic,generated
ex-05568,"Does lost sales apply to Autumn, Leaves, or both?",lost-sales,applied,generated
ex-05569,What are the units of understock?,lost-sales,basic,generated
ex-05570,"Before I reveal the optimizer, How does Lost sales intuition affect the quantities?",lost-sales,applied,generated
ex-05571,"Before I reveal the optimizer, What happens to understock if capacity is smaller?",lost-sales,basic,generated
ex-05572,"For the Autumn and Leaves case, What happens to understock if capacity is larger?",lost-sales,basic,generated
ex-05573,What is the managerial meaning of understock?,lost-sales,applied,generated
ex-05574,"As a student, What is a good way to interpret understock?",lost-sales,basic,generated
ex-05575,"Before I reveal the optimizer, Can you explain Lost sales intuition without giving away the final answer?",lost-sales,intermediate,generated
ex-05576,"In the current scenario, Does Lost sales intuition apply to Autumn, Leaves, or both?",lost-sales,intermediate,generated
ex-05577,"Before I reveal the optimizer, How does Lost sales intuition affect the quantities?",lost-sales,basic,generated
ex-05578,"As a student, Is understock a probability, a quantity, or a dollar value?",lost-sales,basic,generated
ex-05579,"As a student, What happens to Lost sales intuition if capacity is larger?",lost-sales,intermediate,generated
ex-05580,"Before I reveal the optimizer, What mistake do students make about understock?",lost-sales,basic,generated
ex-05581,"For the Autumn and Leaves case, Is understock a probability, a quantity, or a dollar value?",lost-sales,basic,generated
ex-05582,"As a student, How is lost sales connected to capacity?",lost-sales,basic,generated
ex-05583,When would Lost sales intuition change my recommendation?,lost-sales,applied,generated
ex-05584,"As a student, Is stockout a probability, a quantity, or a dollar value?",lost-sales,basic,generated
ex-05585,"Before I reveal the optimizer, What does the table tell me about Lost sales intuition?",lost-sales,basic,generated
ex-05586,What mistake do students make about lost sales?,lost-sales,applied,generated
ex-05587,"Before I reveal the optimizer, What mistake do students make about Lost sales intuition?",lost-sales,intermediate,generated
ex-05588,"Before I reveal the optimizer, Why is understock important in this lecture?",lost-sales,intermediate,generated
ex-05589,"Before I reveal the optimizer, What does understock mean?",lost-sales,intermediate,generated
ex-05590,Can you compare Autumn and Leaves using stockout?,lost-sales,intermediate,generated
ex-05591,"In the current scenario, How should I think about lost sales for the parka problem?",lost-sales,intermediate,generated
ex-05592,"For the Autumn and Leaves case, Why is stockout important in this lecture?",lost-sales,applied,generated
ex-05593,"As a student, Can you compare Autumn and Leaves using lost sales?",lost-sales,basic,generated
ex-05594,Why is Lost sales intuition important in this lecture?,lost-sales,basic,generated
ex-05595,I am confused about stockout; explain it slowly.,lost-sales,basic,generated
ex-05596,"In the current scenario, How should I think about stockout for the parka problem?",lost-sales,basic,generated
ex-05597,"Is Lost sales intuition a probability, a quantity, or a dollar value?",lost-sales,intermediate,generated
ex-05598,"For the Autumn and Leaves case, What is a good way to interpret lost sales?",lost-sales,basic,generated
